ID,IssueDate,AnnualIncome,MonthlyIncome,LoanAmount,Term,InterestRate,EmploymentLength,HomeOwnership,LoanPurpose,DebtToIncome,OpenCreditLines,RevolUtilization,HighIncome_LowDTI,InterestImpact,LoanStatus
25,2015-05-18 02:50:06,150608,12550.67,24812.20552854844,60,5.0,12,own,credit_card,0.0,13,98.1,1,0.8237291771590157,0
887,2015-05-20 02:55:16,54674,4556.17,5253.391536229967,36,18.63,7,other,home_improvement,33.96,4,72.12,0,1.7900445234561366,0
185,2015-05-26 15:41:59,59353,4946.08,6059.129265725865,36,20.93,18,other,home_improvement,21.79,13,81.71,0,2.136630648846621,1
778,2015-06-01 20:54:58,21252,1771.0,11056.76594890506,36,6.75,2,mortgage,other,28.51,18,69.79,0,3.511653420933946,0
230,2015-06-08 04:59:12,162483,13540.25,5054.257765736549,60,6.28,20,rent,other,13.62,13,73.44,1,0.1953468573448803,1
772,2015-06-09 01:23:23,57626,4802.17,14209.438471500871,36,20.91,6,mortgage,other,18.59,17,67.2,0,5.155905364483371,1
235,2015-06-09 17:46:44,120689,10057.42,17281.47155762531,36,25.65,9,mortgage,credit_card,0.0,14,26.07,1,3.6727959686228284,1
463,2015-06-17 01:21:44,146131,12177.58,7901.707381471005,60,12.0,4,mortgage,other,28.38,2,69.68,0,0.6488687527553996,0
834,2015-06-23 18:12:47,77108,6425.67,12921.621878711394,36,19.03,18,own,credit_card,20.85,6,96.02,0,3.188972290548157,0
398,2015-06-28 07:13:50,133632,11136.0,28031.330167846623,60,17.02,20,mortgage,home_improvement,27.1,7,34.15,0,3.570175326878462,0
466,2015-07-04 17:28:36,130226,10852.17,16187.342906722077,36,21.25,20,mortgage,credit_card,34.07,16,32.01,0,2.6413956918906534,0
666,2015-07-05 13:20:31,41447,3453.92,2169.5874734971203,36,18.69,0,rent,major_purchase,39.44,1,15.92,0,0.9783244035818659,1
41,2015-07-06 04:04:23,51551,4295.92,49581.0,60,13.46,1,rent,credit_card,10.78,7,86.94,0,12.94538058659218,0
201,2015-07-06 10:05:20,145657,12138.08,22927.236952407948,36,8.97,2,own,other,4.21,2,16.26,1,1.4119191219369984,0
456,2015-07-08 22:42:43,79101,6591.75,1000.0,36,12.14,16,rent,car,25.63,19,7.91,0,0.15347273141007814,1
294,2015-07-29 09:00:00,155059,12921.58,9760.19425886663,60,20.89,16,rent,home_improvement,0.0,2,74.64,1,1.3149133114131555,1
516,2015-08-06 18:39:07,31338,2611.5,6284.198413588249,36,13.47,14,own,credit_card,39.75,8,27.59,0,2.7010482986385567,1
213,2015-08-07 20:58:56,54698,4558.17,6938.61412352129,36,21.74,7,own,vacation,35.44,17,17.4,0,2.7577372720772377,1
238,2015-08-08 14:03:35,152874,12739.5,34379.34323633414,36,7.37,20,mortgage,medical,12.47,3,41.89,1,1.6574048055717587,1
802,2015-08-13 20:31:03,39963,3330.25,8941.270115183019,36,8.53,8,rent,debt_consolidation,0.0,7,19.27,0,1.9084434511688306,1
57,2015-08-19 21:04:39,68555,5712.92,8443.235241266975,36,5.75,14,rent,wedding,16.05,6,63.19,0,0.7081597910800674,1
352,2015-08-21 14:57:49,183817,15318.08,26349.02511646917,36,23.98,10,rent,medical,0.0,14,30.64,1,3.437365341223007,0
376,2015-08-27 12:18:14,90316,7526.33,18699.712458203536,36,18.58,18,mortgage,major_purchase,17.91,2,29.95,1,3.8469021056215515,0
310,2015-09-01 20:25:00,154508,12875.67,32142.541425323823,60,20.18,16,rent,credit_card,9.84,19,70.11,1,4.198049860933892,1
288,2015-09-05 04:24:25,132296,11024.67,42556.05110950137,60,10.13,20,other,small_business,25.45,14,94.55,0,3.2585228519108442,0
769,2015-09-06 22:01:28,126884,10573.67,9003.170301488173,60,9.76,17,other,medical,5.28,13,90.03,1,0.692524271131533,1
483,2015-09-11 20:29:34,111680,9306.67,18224.166681315983,60,14.06,6,own,major_purchase,39.16,12,52.93,0,2.2943184923066835,0
370,2015-09-12 08:29:07,25801,2150.08,8120.058325831647,36,25.41,16,rent,wedding,0.0,5,4.16,0,7.996693359405556,1
993,2015-09-13 15:53:39,99767,8313.92,15415.702901376379,36,16.77,5,rent,medical,19.72,11,40.34,1,2.59122501860398,1
661,2015-09-15 23:07:57,158186,13182.17,11330.96477067656,60,21.6,19,rent,medical,2.78,10,49.33,1,1.5472120910480236,0
618,2015-09-18 01:05:18,64482,5373.5,14015.109601989212,36,5.09,9,rent,medical,8.79,13,8.98,0,1.1062901520420123,0
755,2015-09-19 05:55:42,112193,9349.42,23620.08947329069,60,7.81,16,mortgage,vacation,34.44,10,44.23,0,1.6442314097581,0
718,2015-09-27 12:23:36,40309,3359.08,3704.17896495058,60,5.0,12,mortgage,vacation,9.15,13,53.55,0,0.45946154365549247,1
275,2015-09-29 02:15:56,52711,4392.58,18056.117578468802,36,17.37,1,rent,major_purchase,25.22,1,27.71,0,5.949968931894125,1
840,2015-10-08 02:31:54,59749,4979.08,1767.0,60,5.0,20,rent,home_improvement,29.48,12,74.81,0,0.14786610878661088,0
413,2015-10-09 12:13:24,48251,4020.92,15220.7387964231,60,24.13,13,own,vacation,30.79,10,53.65,0,7.611631168815581,1
455,2015-10-11 20:11:44,76573,6381.08,11695.14242099411,60,20.45,0,own,other,14.43,10,76.46,0,3.123327271780625,1
660,2015-10-19 11:27:33,175576,14631.33,12460.51850611739,60,20.06,4,own,major_purchase,3.48,5,50.32,1,1.4236374994031953,1
645,2015-10-22 15:35:46,113396,9449.67,19850.45692848522,36,23.54,6,mortgage,car,14.83,4,10.48,1,4.12074178414369,1
521,2015-10-30 14:42:33,80692,6724.33,13657.70136116911,36,11.62,1,own,medical,0.41,16,48.93,1,1.9667442010680611,1
674,2015-11-10 16:53:18,81529,6794.08,7335.682522322398,60,7.11,14,mortgage,debt_consolidation,0.0,8,50.03,1,0.6397240614953054,1
643,2015-11-11 09:53:14,148148,12345.67,35673.6590797506,60,16.25,12,rent,other,7.37,14,24.35,1,3.9129319809512535,0
359,2015-11-16 01:24:18,38070,3172.5,1768.091126754897,36,7.1,4,mortgage,wedding,0.0,19,41.27,0,0.3297377794110942,1
683,2015-11-18 11:08:55,40159,3346.58,3015.352385323985,36,8.24,13,mortgage,wedding,25.85,1,32.77,0,0.6186878400166742,1
262,2015-11-21 03:09:57,137858,11488.17,27245.329722918617,36,8.55,2,own,car,0.0,16,63.49,1,1.689752349363873,0
11,2015-11-23 15:10:20,132727,11060.58,11962.677520084384,36,6.11,0,mortgage,car,11.78,18,21.27,1,0.5506898291823548,0
675,2015-11-24 18:52:11,122023,10168.58,22697.33628088916,60,5.0,11,mortgage,car,0.0,6,41.52,1,0.9300357421855193,1
198,2015-11-27 07:11:17,75680,6306.67,13906.587183952002,36,7.89,0,mortgage,major_purchase,11.02,1,87.57,0,1.4498087086769638,1
547,2015-11-29 15:35:39,34397,2866.42,1000.0,36,6.92,12,rent,credit_card,28.87,7,45.36,0,0.2011744868887726,1
905,2015-11-30 13:07:38,27561,2296.75,3984.262889252759,60,5.0,19,mortgage,car,0.0,13,65.0,0,0.7227818897853492,1
625,2015-12-02 03:02:53,164188,13682.33,28537.470817288635,60,22.55,3,mortgage,wedding,16.85,17,63.87,1,3.9193853847082254,1
564,2015-12-04 04:53:21,25486,2123.83,1000.0,60,19.18,0,mortgage,vacation,38.6,16,31.35,0,0.7525405108486679,0
464,2015-12-07 06:10:07,191230,15935.83,27818.82483509755,36,25.09,15,own,medical,28.04,8,9.66,0,3.649901507143703,1
982,2015-12-14 08:31:04,160937,13411.42,38894.642997853254,60,5.0,12,own,vacation,23.28,6,48.37,0,1.2083735040156227,1
116,2015-12-14 17:04:09,143684,11973.67,28398.7016831908,60,17.76,4,own,debt_consolidation,4.64,10,97.61,1,3.5101850707691735,1
295,2015-12-15 06:03:19,78871,6572.58,2668.5791457516693,36,6.56,4,rent,other,3.52,10,14.55,0,0.22195302764138033,1
95,2015-12-15 13:28:32,156330,13027.5,18318.633176230334,60,15.02,9,rent,car,13.22,16,77.69,1,1.760021174987556,1
920,2015-12-26 21:03:56,146394,12199.5,19372.585837097795,36,17.3,18,mortgage,home_improvement,5.05,10,27.7,1,2.289325010975729,1
828,2016-01-02 03:21:02,135359,11279.92,21484.805242034807,36,23.76,1,rent,major_purchase,0.0,4,44.36,1,3.7712690052507907,1
399,2016-01-03 16:24:49,170580,14215.0,16471.00218337646,60,15.27,6,own,medical,15.41,7,21.56,1,1.4744444184297107,0
647,2016-01-08 21:54:45,111362,9280.17,15469.291281392627,60,24.31,10,rent,major_purchase,25.8,13,52.02,0,3.376870873186379,1
326,2016-01-20 04:19:28,129616,10801.33,11121.0,60,16.84,6,rent,small_business,35.45,5,25.03,0,1.4448539929175956,0
27,2016-01-20 18:15:12,104478,8706.5,9700.511235134394,36,20.63,17,rent,credit_card,13.49,5,81.69,1,1.9154236428451894,0
320,2016-01-24 01:45:01,127455,10621.25,21281.214502509378,36,17.94,20,mortgage,wedding,0.0,8,0.07,1,2.9954257796809745,0
754,2016-01-25 23:21:16,128319,10693.25,5526.999842305922,36,9.67,11,rent,debt_consolidation,29.9,18,42.63,0,0.4165063004605538,1
522,2016-01-26 19:46:08,64425,5368.75,16611.21935367743,36,23.78,10,mortgage,wedding,7.1,10,28.61,0,6.1312947603521755,0
362,2016-01-29 12:38:47,102074,8506.17,12134.779372184152,60,27.37,18,own,credit_card,4.69,7,2.47,1,3.253773317821996,1
431,2016-02-07 23:49:15,40056,3338.0,3688.0,36,26.47,12,mortgage,car,32.47,1,53.65,0,2.4370611878073745,0
776,2016-02-10 22:01:43,35254,2937.83,11651.526914628965,60,26.82,3,rent,small_business,34.22,15,86.82,0,8.863819368893742,1
390,2016-02-12 15:49:41,146141,12178.42,13214.336166128005,36,22.64,9,own,credit_card,21.0,4,11.58,0,2.047136147042863,0
597,2016-02-17 18:15:18,59081,4923.42,12281.29297875805,36,18.97,7,rent,car,11.76,7,20.47,0,3.943267455520128,0
384,2016-02-17 20:03:16,52097,4341.42,5392.2308320770035,60,17.36,17,own,other,3.77,8,3.15,0,1.7967892672435943,1
309,2016-02-22 09:31:20,67333,5611.08,1000.0,36,12.11,12,mortgage,debt_consolidation,34.85,16,5.29,0,0.1798497044583717,0
766,2016-02-24 20:25:20,194016,16168.0,50000.0,60,12.98,11,mortgage,vacation,16.61,15,12.57,1,3.3450677002530704,1
559,2016-03-02 13:50:09,186342,15528.5,22801.888089803775,60,5.0,0,rent,major_purchase,21.4,19,58.81,0,0.6118257216478155,1
837,2016-03-05 12:12:02,56668,4722.33,2683.0865835100803,60,7.02,12,own,credit_card,35.97,13,2.36,0,0.3323733931468839,0
873,2016-03-11 01:06:59,125113,10426.08,24855.68867013467,36,22.17,12,mortgage,medical,0.0,4,65.68,1,4.404388140550903,1
800,2016-03-17 20:40:42,190883,15906.92,29884.82804740634,36,8.41,18,mortgage,vacation,4.23,14,91.59,1,1.316670878013282,0
176,2016-03-20 00:13:23,147659,12304.92,34536.78215325123,36,7.55,6,mortgage,car,5.07,9,0.68,1,1.7658993990047867,0
284,2016-03-23 12:01:33,139121,11593.42,20948.55297400439,36,21.59,4,mortgage,wedding,0.0,12,66.43,1,3.2509542610712523,1
956,2016-03-26 21:03:48,66514,5542.83,4126.420835814312,36,27.78,17,mortgage,vacation,0.81,18,72.98,0,1.723400297961687,1
313,2016-03-28 20:34:58,170810,14234.17,30016.0,36,25.36,1,own,other,32.98,14,70.21,0,4.456421190672732,0
160,2016-04-01 20:11:17,173048,14420.67,34585.0,36,7.82,5,own,major_purchase,21.08,14,23.68,0,1.5628793000826355,1
569,2016-04-04 05:51:49,162202,13516.83,15003.544417806528,60,22.69,12,mortgage,other,12.74,4,84.95,1,2.0987923949620546,1
633,2016-04-15 02:41:12,86040,7170.0,4698.655560568093,60,22.54,14,rent,debt_consolidation,0.17,16,52.17,1,1.2308980176335098,1
678,2016-04-19 17:45:40,182993,15249.42,24473.243524246747,36,5.0,13,own,credit_card,25.0,4,1.06,0,0.6686897801088219,1
340,2016-04-28 09:46:53,116752,9729.33,23550.743701034036,36,26.18,16,mortgage,credit_card,31.55,8,46.83,0,5.28087903602538,0
117,2016-04-29 07:11:41,30965,2580.42,2952.5037852701994,36,19.71,4,rent,wedding,32.15,18,22.23,0,1.8792821031994973,1
452,2016-04-29 17:19:10,186319,15526.58,41261.033272721594,60,12.57,6,rent,car,0.0,13,0.06,1,2.7836581592856935,1
118,2016-05-05 20:12:38,44538,3711.5,8226.406840872296,60,12.19,7,mortgage,car,29.91,17,20.81,0,2.2515076537469025,0
639,2016-05-11 14:07:37,56395,4699.58,10035.960405279715,60,5.0,1,own,home_improvement,41.16,13,78.89,0,0.8897759065607237,0
189,2016-05-11 23:04:26,87172,7264.33,18497.409594844292,36,24.25,18,own,credit_card,15.31,10,7.83,1,5.14565499265798,0
698,2016-05-12 20:48:03,196517,16376.42,15025.280446715587,36,5.0,19,own,credit_card,0.0,6,34.09,1,0.382287638962222,1
286,2016-05-13 07:46:16,22869,1905.75,1000.0,60,28.83,5,own,debt_consolidation,35.29,1,1.91,0,1.2606034105815478,0
388,2016-05-17 07:43:16,113848,9487.33,12167.795832797858,36,23.73,12,rent,car,23.86,16,62.37,0,2.536182093055654,1
85,2016-05-18 23:45:09,58044,4837.0,2177.092407060456,60,17.91,12,own,car,24.08,18,69.39,0,0.6717499355750326,0
257,2016-05-25 03:49:07,40932,3411.0,6315.0,60,6.22,5,own,small_business,15.75,4,50.0,0,0.9595998338748686,1
716,2016-05-30 22:08:51,43833,3652.75,1479.2461363479242,60,22.4,5,mortgage,other,13.32,6,14.16,0,0.7559226503215198,1
468,2016-06-10 19:46:21,29823,2485.25,10390.518209582562,36,23.44,14,rent,home_improvement,10.51,13,80.22,0,8.166367584248098,0
701,2016-06-11 22:51:52,69407,5783.92,7181.816118340269,60,8.46,5,rent,small_business,4.91,1,67.09,0,0.8753769646317238,1
311,2016-06-16 13:27:19,96213,8017.75,10184.950909488358,36,15.27,20,rent,medical,29.54,2,5.57,0,1.616440438895454,1
653,2016-06-17 12:10:03,72528,6044.0,15821.85496358527,36,17.02,10,own,other,21.19,2,80.94,0,3.7128317153169257,1
458,2016-06-21 06:57:11,124185,10348.75,27240.66002380635,60,18.56,12,mortgage,wedding,0.0,5,10.19,1,4.0712048865560195,1
74,2016-06-27 00:26:54,111387,9282.25,29411.40122631878,36,12.8,12,rent,major_purchase,10.89,18,28.41,1,3.379771031860527,1
15,2016-07-01 01:11:59,61090,5090.83,11087.63757171463,60,23.08,8,own,debt_consolidation,24.52,9,82.5,0,4.18887684200903,1
517,2016-07-01 06:02:43,151484,12623.67,24854.5371016858,60,14.97,8,own,credit_card,13.1,13,73.1,1,2.4561667519043895,1
711,2016-07-04 03:12:07,120497,10041.42,16116.33679402634,36,19.17,20,rent,home_improvement,32.62,13,80.39,0,2.563944433446903,1
8,2016-07-07 14:17:11,157337,13111.42,43761.46032933545,36,23.69,11,own,debt_consolidation,14.43,1,76.79,1,6.589056650027056,0
888,2016-07-09 11:16:35,186926,15577.17,39766.94629761972,60,12.47,10,other,medical,23.49,8,23.04,0,2.6528742253998505,0
2,2016-07-15 02:20:44,166867,13905.58,4871.978444145099,60,9.36,17,own,major_purchase,12.59,14,9.18,1,0.2732801869573443,0
353,2016-07-22 07:42:26,174165,14513.75,17220.0,36,8.74,7,mortgage,vacation,9.66,2,96.22,1,0.8641342167816911,1
507,2016-07-27 04:37:39,95353,7946.08,6920.217609451027,60,25.72,9,mortgage,home_improvement,0.0,4,87.73,1,1.8666023125939175,1
869,2016-08-03 08:42:35,93686,7807.17,7711.0,60,12.61,0,rent,medical,37.15,6,87.42,0,1.0378783609252082,1
545,2016-08-04 08:46:10,131888,10990.67,25998.064059811735,60,8.26,12,mortgage,medical,30.6,4,91.47,0,1.6282177371429378,1
576,2016-08-09 21:34:38,109780,9148.33,22475.04064957562,36,7.27,10,mortgage,car,1.75,2,9.52,1,1.4883590559606377,0
135,2016-08-17 09:59:34,130687,10890.58,8682.0,36,25.79,7,mortgage,vacation,5.25,1,25.9,1,1.7133078783055828,0
799,2016-08-17 18:56:50,123196,10266.33,17797.825945785087,60,8.31,17,rent,medical,5.18,5,6.01,1,1.2005157074399058,1
169,2016-08-18 07:24:43,75016,6251.33,15623.67133022259,60,5.0,16,own,home_improvement,15.2,10,17.22,0,1.041342051149912,1
162,2016-08-22 11:45:56,145117,12093.08,17167.266493619496,60,9.24,0,rent,small_business,1.66,7,12.46,1,1.0930797172028566,1
854,2016-08-22 21:36:46,194293,16191.08,30757.886524538702,60,22.3,5,rent,vacation,21.77,17,58.67,0,3.5302215688452194,1
30,2016-08-27 05:57:18,150523,12543.58,24176.1013811964,36,22.82,6,own,car,10.62,10,30.69,1,3.665187169613496,0
19,2016-08-30 04:50:34,79735,6644.58,19581.911840043544,36,20.93,20,rent,debt_consolidation,22.36,2,94.69,0,5.140079948983036,1
538,2016-08-30 23:53:40,187280,15606.67,13105.269253891698,36,10.24,7,own,credit_card,0.0,10,12.36,1,0.716559379541176,0
303,2016-09-02 16:48:01,191890,15990.83,26773.804855440398,60,24.95,1,rent,vacation,23.13,3,6.93,0,3.481176455087721,1
883,2016-09-04 08:51:34,138033,11502.75,10111.302393383161,60,24.13,8,mortgage,credit_card,17.69,14,3.29,1,1.767577022706983,0
380,2016-09-07 19:50:28,90031,7502.58,3909.779426650136,36,17.55,4,mortgage,major_purchase,22.08,11,40.79,0,0.7621360065055746,0
641,2016-09-07 22:51:20,173772,14481.0,21262.988903438483,60,19.21,16,mortgage,medical,0.0,13,88.88,1,2.3505493766871335,1
278,2016-09-17 23:34:14,146063,12171.92,8707.184572035127,60,11.54,8,own,major_purchase,0.0,4,17.28,1,0.6879238550312559,1
472,2016-09-19 15:55:34,155683,12973.58,21968.559906511848,36,6.92,3,own,car,5.57,12,28.91,1,0.9764807851356722,1
606,2016-09-21 05:22:38,177504,14792.0,29143.223649790147,60,5.0,8,other,major_purchase,10.91,17,1.0,1,0.8209127531559717,1
686,2016-09-21 07:51:24,125616,10468.0,37130.59537292174,36,21.01,6,rent,small_business,22.37,4,3.72,0,6.210256643488428,0
926,2016-09-22 12:32:58,179096,14924.67,15473.352350079842,36,5.39,17,mortgage,credit_card,26.75,13,89.13,0,0.4656770865337238,1
277,2016-09-22 15:11:23,199426,16618.83,21450.791652000917,36,8.68,6,rent,home_improvement,0.0,3,34.53,1,0.9336392341025435,1
781,2016-09-23 18:42:22,188513,15709.42,43575.20002433573,36,5.0,13,mortgage,vacation,9.43,18,17.53,1,1.1557550108834287,0
844,2016-09-29 22:52:16,169849,14154.08,6810.095879946581,60,23.55,7,rent,home_improvement,19.35,18,12.56,1,0.9442317219472594,1
670,2016-09-30 12:48:18,139156,11596.33,6869.741297996996,60,26.12,2,other,credit_card,22.42,17,66.58,0,1.2894618503106674,0
202,2016-10-01 01:11:25,177381,14781.75,36626.715798785095,36,5.52,9,mortgage,credit_card,34.74,9,34.95,0,1.139796998620456,1
354,2016-10-03 08:29:36,123746,10312.17,11142.176884263066,36,18.43,9,mortgage,wedding,28.15,9,96.45,0,1.6594367538362005,1
558,2016-10-07 13:28:06,188011,15667.58,23377.22617899275,60,5.0,12,own,wedding,0.0,19,11.52,1,0.6216950561398408,0
219,2016-10-09 14:32:38,193179,16098.25,31987.98844429952,60,8.56,14,own,major_purchase,0.55,18,80.55,1,1.4174199248535249,1
775,2016-10-23 13:09:01,170830,14235.83,32938.09146666131,60,11.12,15,rent,credit_card,0.0,10,82.52,1,2.144058028749312,1
